conv_id,text,predicted_intent,confidence,intent_id
3313,@115850 last wk return this without my knowledge.but today delivery msg.what r u doing? https://t.co/lQM141fcWE,cancellation_or_change,80.0,4
3314,Why TF does it not give me a giant BUY NOW button when I get to the end of a Kindle sample on the iPhone app?! @117634,app_or_site_technical,75.0,8
3315,@AmazonHelp AGAIN not left in my safe place!! I’m getting really frustrated with this!! https://t.co/bcqQ3UJKwA,delivery_problem,90.0,2
3316,@116090 is there delivery on Monday October 9?,order_status,70.0,
3317,Packaged not recieved but it's still showing recieved by me @12543:35 pm. Worst service by #Amazon #AmazonGreatIndianFestival #AmazonIndia https://t.co/NYkZ6wfB6A,delivery_problem,95.0,2
3318,Just got my hands on @17247 's Origin. Thanks @115850 for delivering it in under 12H. Lovin this! 😊 https://t.co/rbwbM9PRHL,general_feedback_or_praise,70.0,
3319,"Want to buy a 4TB External HDD from @115850 #GreatIndianFestival sale. Any good deal?

#LastDayOfGreatIndianFestival",other,40.0,
3320,"@117634 Hi, i have my Kindle Voyage screen broken. Where can I get it fixed in Dubai?",product_defect,85.0,6
3321,"How much cost FL_studio 11 producer edition or all plugins with amazon? @AmazonHelp I think I should buy one, if you ships to Norway.",other,50.0,
3322,"@115850 Bought a phone at amazon, bad experience as faulty handset delivered. Will never recommend Amazon",product_defect,90.0,6
3323,Thanks @AmazonHelp for sending out a PS4 game with a box that's been smashed. Glad it's not a present,delivery_problem,80.0,2
3324,@115830 Sat in all day to get a failed delivery attempt. Why do I pay for prime?!!,delivery_problem,85.0,2
3325,@115850  very bad exp frst tym with your service pls dont buy anything from amazon guys @17213  @17214 @17215,general_feedback_or_praise,80.0,11
3326,"Gotta love it when @115830 completely lie about trying to deliver to your address. Been in all day, bell not rung once. Fuckin useless!!",delivery_problem,90.0,2
3327,"@115850  hello, My package was out for delivery but now it is saying it is delayed because courier was unable to arrange delivery",delivery_problem,90.0,2
3328,@119625 please get “The Arrow” and “The Flash”.,other,40.0,
3329,@115821 @115830 i orderd a package yesterday wad mentbt come yesterday didn't turn up says it will come today can you look into it please,order_status,75.0,1
3330,@115850 Please check if you can cancel my order and process a refund. Guaranteed delivery is not in time. https://t.co/4nEdTXWr5y,refund_or_return,90.0,3
3331,@115830 when you order a quilt set and get some random blanket! Refuse to fulfil the order as you no longer have it on offer!!! Let down https://t.co/7L2P5Rxvwh,product_defect,85.0,6
3332,"@115850 hi team, I have not received​ soft copy of the bill, for my recent order. Could u plz mail me the soft copy ?",billing_or_payment,70.0,
3333,"@115850 blunder, I have to pay ₹3250 more to give away my Nexus 5 in exchange offer. Instead ₹32,999 I have to pay ₹36,249 + my Nexus 5 😂👌 https://t.co/v6o5a3YRsd",billing_or_payment,70.0,
3334,"@115823 how can I purchase item worth INR 55,000 if there is monthly limit of INR 20,000 on Amazon pay?",billing_or_payment,70.0,
3335,Just found out that my Halloween costume will be delivered on Friday the 13th 😯 @115830 how convenient of you,general_feedback_or_praise,60.0,
3336,"@115850 I ordered a product with extra money for guaranteed delivery on account of my wife's birthday, but you guys made me fool. https://t.co/WZJhN6NYUG",delivery_problem,90.0,2
3337,"App shows order delivered. However order has NOT been delivered. Pl help. Order no: 
407-9331675-5001150 @115850",delivery_problem,90.0,2
3338,Thanks @115850 for NOT delivering as promised. You’ve left a 4 yr old birthday boy crying &amp; sad for his gift for two days now.,delivery_problem,95.0,2
3339,@AmazonHelp brought a new trimmer of Philips 2 weeks ago. Today while charging for frst time. It automtcly switched on and off.Its defected.,product_defect,85.0,6
3340,I ordered something on Amazon and paid extra to get it delivered the next day. Now it’s gonna be 4-5 Days late. Wth @115821 😒,delivery_problem,90.0,2
3341,"@AmazonHelp My item arrives early in Edinburgh, great its only 12 miles to my house. Then we see the incompetent planning where my jacket goes to Dundee 49 miles North. Where it still has to come to me another 49 miles South. What is going on? https://t.co/NITVV2eMyK",delivery_problem,90.0,2
3342,"So disappointed @115821. Recurring order delivered Tues, no where 2b found. Reorder w/CS 2b delivered yesterday. Now they hope by Wed!! 😡😡",delivery_problem,90.0,2
3343,@AmazonHelp if I select the option at checkout saying it contains a gift do I get I get a gift receipt &amp; how long do they have to return it?,other,50.0,
3344,@115850 hi team i am facing an issue in placing an order..my amount is already stuck in your wallet. Kindly check and call me..@118702,billing_or_payment,70.0,
3345,"@AmazonHelp @115850  Not able to add money(Amazon Pay) via debit card, same page load again &amp; again tried sever times",app_or_site_technical,80.0,8
3346,"@115850 At least, tell your Customer Service Associate not to lie next time. They were (the 1st three) pretty sure I'd get this by today. https://t.co/SUy4hpK61A",delivery_problem,80.0,2
3347,"@115850 hey!
The product that I ordered and the product that I got delivered is not the same. Please look into the matter",product_defect,90.0,6
3348,@AmazonHelp Again Amazon ur customer care associate provide me false information,other,50.0,
3349,"@AmazonHelp I've received a product that doesn't work, then been very disappointed by your customer service via web chat.",product_defect,85.0,6
3350,@115850 Since last two days no one has contacted me and I receive sms and call of unsuccessful delivery. Pissed of. https://t.co/3faiQmpJoE,delivery_problem,85.0,2
3351,"@115850 Damaged product &amp; unsatisfactory customer service. Pls REPLACE OR REFUND

If this is not damaged/used. I don't know what is. https://t.co/iQ2uAaxofZ",refund_or_return,85.0,3
3352,And don’t worry. I’ve already called @115821 customer service and they told me they can deliver tomorrow......when I’m at work. Great.,delivery_problem,70.0,
3353,"Why do you change the status of  order to Delivered even before it reaches the customer? 3 days have passed, but no delivery yet @115850",order_status,80.0,1
3354,@4822 Where can I send you an email ? I don't have an https://t.co/oLixMXr3SM seller account so I can't use the Contact Seller Support page. Thanks!,other,50.0,
3355,@AmazonHelp hi. my account has been hacked. How do I delete my account on amazon. I can't login.,account_access,90.0,7
3356,Illness. Bedrest makes me to purchase #Prime membership @115850,subscription_membership,60.0,
3357,Amazon India need to quicken the process of Amazon Pay balance top up. Taking too long,app_or_site_technical,65.0,
3358,A customer cannot take the long route every time of contacting customer care instead of contacting courier rep. SMS the rep's no. @115821,other,50.0,
3359,@AmazonHelp have you looked into my issue,other,50.0,
3360,Amazon has now ‘attempted delivery’ twice but both supposed attempts I’ve been home so clearly the moron has wrong building. What to do?😧,delivery_problem,85.0,2
3361,@AmazonHelp hey amazon i won your contest by @200714 he says to dm details @115850 but to dm amazon india has to follow me. Help https://t.co/oDU265WKAP,other,55.0,
3362,The preparations for Diwali is on its peak with @115850 . https://t.co/cYeNT5gOI6,general_feedback_or_praise,60.0,
3363,I am facing problem in debit card payment for my product. It's showing 'your payment failed' everytime.Assist me ASAP @115850 @AmazonHelp,billing_or_payment,75.0,5
3364,"Dear @115850  I didn't received my products {tracking id 5180758578866} , which was supposed to deliver on Oct 4.",delivery_problem,90.0,2
3365,"@115850 @AmazonHelp 
Not so impressive my frnd.
My 2nd installation req # 171006-05305 turned down by Kent water purifier without reason. https://t.co/p2nyGNeBLn",product_defect,70.0,
3366,@AmazonHelp Help! I placed an order Friday using Prime. Guaranteed shipment today &amp; now we’re being told we won’t receive until 10/10!,delivery_problem,90.0,2
3367,@117093 Customer service FAIL.  Driver didn't p/u bags. CSR sez smtimes they are too lazy ? Eta: few DAYS! Fail https://t.co/AoGvBFLk4K,delivery_problem,85.0,2
3368,"@115850 courier boy from ecom express is asking me to come over to courier office and collect parcel.i informed your CS thrice, no action",delivery_problem,80.0,2
3369,"@115850 we have returned one faulty item and received a mail from Amazon that they have received the product. But,no refund or replacement",refund_or_return,80.0,3
3370,What’s going on guys ? @AmazonHelp https://t.co/uLiSjx1lRA,other,50.0,
3371,"@115830 prime is a joke now,twice I've ordered stuff for next day delivery &amp; twice they've changed the delivery days,time to cancel",cancellation_or_change,75.0,4
3372,"@1384 @115850 
Please check the prices on such products. https://t.co/ELZCxaN387",other,50.0,
3373,Earth's Most Customer-Centric Company @115850: Thanks for living up to expectations time and again! #GreivanceRedressal #CustomerService👏🏻 https://t.co/CaLNLVXFuE,general_feedback_or_praise,60.0,
3374,Friend ordered a new phone. Got broken screen in box. @14045 @AmazonHelp @115850 @138673 https://t.co/YOESNeSFIB,product_defect,85.0,6
3375,@115850 why have I not got my refund yet as I have already returned the product https://t.co/p37wDEXWhD,refund_or_return,80.0,3
3376,@115821 @118706 need to stopped being used as a carrier.  As prime we pay for two day delivery and @118706 consistently fails.,delivery_problem,85.0,2
3377,"So pissed off with @115850's service. If you put a guaranteed delivery date for a product on the website, make sure you deliver. If you cannot deliver, INFORM the customer about it. 
Disappointing experience @115851",delivery_problem,90.0,2
3378,@115830 this really is ridiculous amount of packaging both boxes filled with brown paper and as we have no recycling this goes  in waste https://t.co/RaKE2qyXmv,general_feedback_or_praise,60.0,
3379,"@116324 @115830 When you pay extra for a parcel to be delivered on Sat, wait in all weekend &amp; still not arrived. #notimpressed https://t.co/7gNQJmMxSQ",delivery_problem,85.0,2
3380,It's not even a week and this doesn't work anymore. Thank you for delivering such production @115850 https://t.co/5WSSc8B3VY,product_defect,80.0,6
3381,@AmazonHelp Here is a phishing fraud email for you to be aware... ! https://t.co/IR1RpMRVPR,account_access,90.0,7
3382,We are facing issue Not able to Buy one BPL TV From @115850 @AmazonHelp No Deliver. Disgusting,app_or_site_technical,65.0,
3383,Anyone else’s @115821 app not working when you go to checkout?!,app_or_site_technical,80.0,8
3384,@115850 I am really frustrated with customer service and no proper resolution to my problem. Please look into it.,other,65.0,
3385,@AmazonHelp my order no 4__credit_card__.Since yesterday there is no update regarding shipping of product.Will i get delivered it on time?,order_status,75.0,1
3386,@AmazonHelp please advise. Package was meant to be here on Friday with prime but it's still not here. https://t.co/5THgEMbjQ4,delivery_problem,85.0,2
3387,@115821 @AmazonHelp it's 8th and giving me yesterday as expected date? You missed the delivery target date and system is whacked. What's up? https://t.co/2zdxbvgdgY,delivery_problem,90.0,2
